"spp1","spp2","spp3","spp4","spp5","spp6","spp7","spp8","spp9","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp20","spp21","spp22","spp23","spp24","spp25","spp26","spp27","spp28","spp29","spp30","spp31","spp32","spp33","spp34","spp35","spp36","spp37","spp38","spp39","spp40","spp41","spp42","spp43","spp44","spp45","spp46","spp47","spp48","spp49","spp50","spp51","spp52","spp53","spp54","spp55","spp56","spp57","spp58","spp59","spp60","spp61","spp62","spp63","spp64","spp65","spp66","spp67","spp68","spp69","spp70","spp71","spp72","spp73","spp74","spp75","spp76","spp77","spp78","spp79","spp80","spp81","spp82","spp83","spp84","spp85","spp86","spp87","spp88","spp89","spp90","spp91","spp92","spp93","spp94","spp95","spp96","spp97","spp98","spp99","spp100","spp101","spp102","spp103","spp104","spp105","spp106","spp107","spp108","spp109","spp110","spp111","spp112","spp113","spp114","spp115","spp116","spp117","spp118","spp119","spp120","spp121","spp122","spp123","spp124","spp125","spp126","spp127","spp128","spp129","spp130","spp131","spp132","spp133","spp134","spp135","spp136","spp137","spp138","spp139","spp140","spp141","spp142","spp143","spp144","spp145","spp146","spp147","spp148","spp149","spp150","spp151","spp152","spp153","spp154","spp155","spp156","spp157","spp158","spp159","spp160","spp161","spp162","spp163","spp164","spp165","spp166","spp167","spp168","spp169","spp170","spp171","spp172","spp173","spp174","spp175","spp176","spp177","spp178","spp179","spp180","spp181","spp182","spp183","spp184","spp185","spp186","spp187","spp188","spp189","spp190","spp191","spp192","spp193","spp194","spp195","spp196","spp197","spp198","spp199","spp200"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,3,3,1,1,0,0,2,2,1,1,0,1,0,2,2,1,2,1,1,1,1,0,1,4,1,1,3,1,4,2,0,0,0,1,0,0,1,1,1,0,1,4,2,0,1,0,0,2,0,1,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,1,1,0,1,1,3,1,0,1,0,0,2,1,2,1,1,2,0,0,3,0,1,3,0,0,1,1,1,0,0,0,2,0,1,2,1,1,0,1,0,3,0,0,0
1,1,2,2,3,1,0,1,3,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,2,0,2,0,1,0,0,3,2,1,0,0,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,2,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,2,3,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,2,2,1,0,0,3,0,2,2,1,0,1,2,2,1,1,1,2,0,3,0,2,3,0,1,2,2,3,0,3,2,1,1,2,2,3,2,2,2,0,3,1,0
3,1,6,3,2,1,1,1,3,4,1,6,0,0,2,3,4,1,1,1,2,4,1,1,2,3,2,5,3,5,1,2,2,3,4,2,2,2,4,1,1,4,4,3,4,2,3,2,5,2,2,2,4,3,5,3,0,3,4,3,6,1,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,2,2,0,1,0,3,0,2,2,0,0,0,1,0,1,0,0,0,1,0,2,1,0,3,4,3,2,1,2,0,2,1,1,2,1,2,0,0,1,1,1,0,0,0,0,1,2,0,1,3,1,1,0,2,0,4,0,0,3,2,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,2,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,3,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,4,6,5,0,1,3,5,3,0,1,4,1,1,0,3,3,2,3,2,4,4,2,5,2,1,3,3,0,2,2,4,1,4,2,2,2,5,0,5,0,3,1,1,1,4,1,3,1,1,2,1,3,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1,1,1,3,3,0,1,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1,1,0,2,0,1,0,1,0,0,2,1,0,2,0,0,4,0,0,1,1,2,1,1,0,1,0,0,1,0,0,0,0,1,0,1,2,2,1,0,2,0,0,1,0,2,0,1,1,1,3,1,3,1,2,0,3,2,4,4,0,0,0,1,0,2,1,2,1,3,2,0,2,0,1,1,0,1,0,1,3,1,0,0,2,0,2,0,2,0,1,2,0,1,1,4,0,3,1,2,4,2,3,2,4,4,6,2,3,0,4,3,2,2,1,2,3,1,4,5,1,4,3,1,0,3,1,1,4,0,0,2,1,3,3,1,0,1,1,4,1,6,1,1,5,2,1,1,1,1,5,5,11,7,2,2,3,2,7,5,7,2,4,4,1,0,1,0,2,1,6,2,1,1,3,0,1,4,6,2,4,2,1,2,1,3,3,4,2,4,5,5,2,1,3,2,2,2,3,7
0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,1,3,0,2,1,0,4,0,2,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,0,0,0,1,1,1,0,2,2,1,0,1,0,1,1,1,0,0,0,0,2,4,0,3,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,2,3,3,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,2,0,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,2,0,1,1,1,2,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,0,1,2,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,2,0,4,0,1,1,1,1,2,5,0,4,1,4,3,0,3,2,0,0,5,3,1,4,4,4,4,5,0,2,2,2,2,4,2,5,2,0,2,1,1,0,4,1,3,4,0,1,2,0,2,2,0,3,1,3,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,2,0,0,3,2,1,1,2,1,1,3,1,0,4,0,0,0,2,1,0,0,1,1,2,3,2,1,1,2,0,2,1,2,2,1,3,1,0,3,1,2,0,1,6,4,1,3,1,3,2,0,1,1,2,1,2,4,3,2,4,0,5,0,2,1,2,1,1,1,0,2,1,0,0,0,0,1,1,0,1,2,0,0,0,1,3,0,0,1,0,0,1,2,2,0,1,1,1,0,1,2,0
0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,1,1,0,3,3,0,1,0,3,2,1,0,0,0,1,5,0,1,1,1,0,2,0,1,0,0,1,0,3,1,2,2,1,1,1,0,0,1,2,2,2,1,2,0,2,5,1,0,3,1,0,3,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,2,0,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,2,3,1,0,1,0,0,2,0,3,0,0,2,0,0,1,0,1,1,1,0,1,0,1,4,1,1,0,1,2,2,1,0,2,2,0,0,3,2,0,3,0,3,3,1,2,1,1,1,2,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0
1,2,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,1,0,0,2,3,1,0,1,0,1,0,1,0,0,0,0,1,3,1,0,0,0,2,2,0,0,0,0,0,0,3,5,1,0,3,0,1,3,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,2,0,0,0,0,1,1,0,2,0,0,1,0,1,0,1,0,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1,2,2,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,2,0,0,1,0,1,1,0,0,0,0
0,1,0,1,3,2,1,0,0,0,2,0,1,0,0,2,2,0,1,1,3,0,1,0,1,4,1,0,0,1,3,1,1,0,0,0,0,3,1,2,2,0,0,1,1,1,0,0,2,0,3,3,6,1,3,2,1,2,1,2,4,3,2,1,1,1,0,1,0,3,1,3,0,1,0,0,1,0,0,0,1,1,2,1,3,3,1,0,0,4,1,1,1,2,2,2,1,0,4,0,0,1,2,2,3,1,0,0,1,0,2,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3,1,1,0,0,1,0,0,0,1,0,2,2,0,2,1,2,1,1,0,1,2,1,1,1,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,2,3,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,1,2,1,4,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,4,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,2,0,1,1,3,2,1,2,2,0,1,2,2,1,0,0,0,1,0,1,3,2,1,0,2,0,0
3,1,2,0,1,3,0,1,2,0,0,2,3,0,1,1,3,4,4,4,0,1,1,0,4,0,3,3,2,1,2,0,1,1,4,1,3,4,0,1,1,1,2,4,2,1,2,2,1,2,3,2,2,3,2,0,3,1,1,2,2,0,0,0,0,0,0,1,0,2,0,1,0,2,1,1,0,0,1,1,0,0,1,1,1,1,0,3,1,0,0,1,0,1,0,1,4,2,1,0,2,1,1,1,3,0,1,2,2,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,3,1,1,2,2,2,2,5,0,1,3,1,0,1,2,3,0,1,1,0,1,1,2,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0
5,1,1,0,3,1,0,2,0,3,4,0,3,3,0,2,2,1,1,4,3,1,0,0,0,1,1,1,1,0,1,0,2,2,0,3,4,3,2,1,2,0,0,2,0,4,2,3,0,2,2,1,1,1,2,0,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,3,0,0,0,1,1,0,0,1,1,0,1,3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,2,1,1,0,0,0,1,0,0,2,0,2,0,0,0
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,3,3,3,2,4,0,2,1,2,5,4,2,0,2,2,3,3,1,1,3,0,0,3,3,0,2,1,2,6,4,2,2,4,4,3,1,2,2,1,0,4,3,1,1,3,2,3,1,2,2,1,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,1,0,1,1,0,2,1,0,0,2,0,2,0,0,0,0,0,3,1,1,1,0,0,3,2,1,0,1,2,3,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,2,0,1,1,0,1,1,1,1,0,2,2,1,0,0,4,0,1,1,1,2,0,0,1,2,0,0,1,0,2,1,0,0,0,2,0,0,2,1,0,1,2,1,1,3,0,0,1,0,2,1,0,1,1,1
0,0,1,1,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,3,1,2,2,4,1,0,0,0,3,1,0,1,1,2,1,2,2,0,3,2,2,1,1,0,1,1,0,1,0,1,1,2,1,2,0,0,2,1,2,1,2,0,0,2,1,0,2,2,2,1,1,4,1,4,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,1,1,1,1,1,2,1,1,1,3,2,0,1,0,0,0,2,1,1,0,2,2,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,2
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,1,1,1,0,2,0,1,0,1,0,0,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,3,0,1,1,0,0,1,1,0,2,0,0,1,0,1,3,0,0,1,1,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,1,0,2,2,3,1,0,2,1,0,0,3,1,0,3,1,1,1,0,0,1,1,1,1,2,0,1,0,1,0,1,0,1,1,0,1,0,0,0,2,1,1,1,0,1,1,0,1,1,1,0,0,0,0,2,1,1,0,0,1,0,2,0,3,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,1,0,1,0,0,1,0,1,1,0
0,1,2,3,0,0,0,2,0,1,0,1,2,2,4,0,2,2,1,0,2,4,2,2,1,0,3,2,0,0,2,2,1,0,1,0,3,3,0,1,1,2,1,0,0,1,1,1,0,2,2,2,2,3,4,4,1,1,2,1,3,0,0,0,2,0,1,1,0,4,0,1,3,1,2,1,1,0,1,1,4,1,3,0,0,1,2,0,0,1,1,0,3,0,1,2,0,1,0,2,0,2,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,3,0,0,2,0,0,2,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,2,0,1,1,0,1,2,1,3,5,0,1,0,3,1,4,1,0,0,0,1,2,1,0,1,4,3,5,5,0,0,1,4,2,4,2,5,1,2,5,1,3,1,1,2,4,1,4,2,4,0,4,2,5,2,2,2,2,7,2,2,5,2,3,3,8,4,4,1,1,2,0,1,0,1,1,2,4,0,0,2,0,1,1,2,1,1,2,0,0,3,2,1,4,1,3,2,1,1,2,2,0,0,2,1,1,0
2,1,0,1,0,1,0,2,3,3,3,4,0,5,0,0,1,4,3,2,4,1,2,2,3,3,2,1,0,1,1,3,1,0,3,5,3,1,4,3,2,0,0,2,3,1,5,1,3,2,3,6,4,1,4,5,5,0,2,3,5,2,0,2,1,2,1,2,0,4,3,1,5,6,0,1,0,0,1,1,1,1,3,2,1,0,1,0,5,1,2,2,1,2,1,2,1,1,2,2,3,1,2,2,2,4,3,0,1,2,2,0,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,3,3,1,3,1,0,0,0,0,0,0,2,0,2,1,2,0,1,0,1,0,3,1,1,3,7,1,3,6,0,3,4,4,1,2,5,4,1,0,1,1,2,2,3,1,3,4,2,2,2,3,2,1,2,2,0,2,0,1,2,5,2,2,5,2,2,4,3,1,0,3
